,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,due_in_date,invoice_currency,total_open_amount,baseline_create_date,cust_payment_terms,isOpen,U001,U002,U005,U007,U013,cust_PT_mean_delay,NC_mean_delay,CN_mean_delay,BC_mean_Delay,Delay,Aging Bucket,predicted_payment _date
3915,U001,0200418007,AM trust,,2020.0,1930800858.0,2020-04-22,2020-04-20,2020-06-26,USD,8847.12,2020-04-22,NAGD,1,1,0,0,0,0,-14.297979797979798,-0.12121212121212122,-1.943069306930693,0.5515259611573523,0,0-15 Days Delay,2020-06-26
3917,U001,0200729290,KROGER corp,,2020.0,1930731242.0,2020-04-01,2020-04-01,2020-04-16,USD,87697.88,2020-04-01,NAA8,1,1,0,0,0,0,1.2996695966585625,0.7777777777777778,1.4385964912280702,0.5515259611573523,1,0-15 Days Delay,2020-04-17
3918,U001,0200769623,WAL-MAR associates,,2020.0,1930803178.0,2020-04-20,2020-04-20,2020-05-05,USD,19152.61,2020-04-20,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.21340782122905,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-04
3919,U001,0200769623,WAL-MAR foundation,,2020.0,1930874245.0,2020-05-07,2020-05-07,2020-05-22,USD,150.92,2020-05-07,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-05-18
3930,U001,0200744019,TARG ,,2020.0,1930809056.0,2020-04-22,2020-04-21,2020-05-07,USD,7664.54,2020-04-22,NAA8,1,1,0,0,0,0,1.2996695966585625,2.0606060606060606,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-05-08
3935,U001,0200290370,BARGAIN  foundation,,2020.0,1930643281.0,2020-03-17,2020-03-12,2020-04-01,USD,9699.3,2020-03-17,NAA8,1,1,0,0,0,0,1.2996695966585625,2.4,2.3513513513513513,0.5515259611573523,1,0-15 Days Delay,2020-04-02
3936,U001,0200769623,WAL-MAR llc,,2020.0,1930778921.0,2020-04-13,2020-04-11,2020-04-28,USD,18825.99,2020-04-13,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-27
3938,U001,0200920735,ALBERT systems,,2020.0,1930838545.0,2020-05-01,2020-04-29,2020-05-16,USD,72611.47,2020-05-01,NAA8,1,1,0,0,0,0,1.2996695966585625,0.7058823529411765,0.9340659340659341,0.5515259611573523,0,0-15 Days Delay,2020-05-16
3942,U001,0200726979,BJ'S  co,,2020.0,1930618750.0,2020-03-09,2020-03-07,2020-03-24,USD,84440.67,2020-03-09,NAA8,1,1,0,0,0,0,1.2996695966585625,0.9924242424242424,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-03-24
3947,U001,0200769623,WAL-MAR co,,2020.0,1930586867.0,2020-03-02,2020-03-02,2020-03-17,USD,67708.72,2020-03-02,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-03-16
3949,U001,0200331749,SYSC co,,2020.0,1930580980.0,2020-03-06,2020-02-29,2020-03-21,USD,16370.81,2020-03-06,NAA8,1,1,0,0,0,0,1.2996695966585625,4.275,1.6571428571428573,0.5515259611573523,0,0-15 Days Delay,2020-03-21
3957,U001,0200772670,ASSOCIAT us,,2020.0,1930692971.0,2020-03-24,2020-03-24,2020-04-08,USD,61798.76,2020-03-24,NAU5,1,1,0,0,0,0,1.8945945945945946,0.9594594594594594,1.9311294765840221,0.5515259611573523,1,0-15 Days Delay,2020-04-09
3958,U001,0200759878,SA llc,,2020.0,1930621657.0,2020-03-09,2020-03-08,2020-03-24,USD,15044.59,2020-03-09,NAH4,1,1,0,0,0,0,-1.8744432862693072,0.2265625,1.056710775047259,0.5515259611573523,1,0-15 Days Delay,2020-03-25
3962,U001,0200769623,WAL-MAR corp,,2020.0,1930791181.0,2020-04-15,2020-04-15,2020-04-30,USD,2409.19,2020-04-15,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.4874429223744294,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-04-26
3964,U001,0200772670,ASSOCIAT corporation,,2020.0,1930780355.0,2020-04-13,2020-04-13,2020-04-28,USD,39676.45,2020-04-13,NAU5,1,1,0,0,0,0,1.8945945945945946,2.4153846153846152,1.9311294765840221,0.5515259611573523,1,0-15 Days Delay,2020-04-29
3973,U001,0200769623,WAL-MAR us,,2020.0,1930805237.0,2020-04-23,2020-04-21,2020-05-08,USD,302.75,2020-04-23,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.125,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-07
3975,CA02,0140104552,THE NO co,,2020.0,2960626502.0,2020-04-02,2020-04-02,2020-04-18,CAD,83417.47,2020-04-08,CA10,1,0,0,0,0,0,6.353344208809135,-3.0,1.4666666666666666,6.940966010733453,6,0-15 Days Delay,2020-04-24
3980,U001,0200418007,AM corporation,,2020.0,1930759143.0,2020-04-10,2020-04-07,2020-04-25,USD,12893.18,2020-04-10,NAA8,1,1,0,0,0,0,1.2996695966585625,-1.4565217391304348,-1.943069306930693,0.5515259611573523,0,0-15 Days Delay,2020-04-25
3986,U001,0200752302,KROGER corp,,2020.0,1930681167.0,2020-03-20,2020-03-21,2020-04-04,USD,50921.32,2020-03-20,NAA8,1,1,0,0,0,0,1.2996695966585625,0.7777777777777778,0.532258064516129,0.5515259611573523,0,0-15 Days Delay,2020-04-04
3987,U001,0200763814,SYSCO F co,,2020.0,1930813991.0,2020-04-22,2020-04-22,2020-05-07,USD,10568.58,2020-04-22,NAA8,1,1,0,0,0,0,1.2996695966585625,2.15625,1.9025974025974026,0.5515259611573523,1,0-15 Days Delay,2020-05-08
3988,U001,200769623,WAL-MAR co,,2020.0,1930749141.0,2020-04-08,2020-04-04,2020-04-23,USD,59754.23,2020-04-08,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.6215334420880914,0.5515259611573523,0,0-15 Days Delay,2020-04-23
3991,U001,0200707822,PUBLI foundation,,2020.0,1930749468.0,2020-04-05,2020-04-05,2020-04-20,USD,49159.21,2020-04-05,NAA8,1,1,0,0,0,0,1.2996695966585625,0.56,0.9634146341463414,0.5515259611573523,0,0-15 Days Delay,2020-04-20
3993,U001,0200729942,SA associates,,2020.0,1930610586.0,2020-03-05,2020-03-06,2020-03-20,USD,6941.42,2020-03-05,NAA8,1,1,0,0,0,0,1.2996695966585625,1.1176470588235294,-0.8780487804878049,0.5515259611573523,0,0-15 Days Delay,2020-03-20
3995,U001,0200416837,DEC associates,,2020.0,1930754522.0,2020-04-06,2020-04-06,2020-04-24,USD,278.64,2020-04-01,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.340425531914893,-4.484057971014493,0.5515259611573523,-11,0-15 Days Delay,2020-04-13
3999,U001,0200769623,WAL-MAR ,,2020.0,1930802332.0,2020-04-19,2020-04-19,2020-05-04,USD,24080.52,2020-04-19,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.1995221027479093,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-05-03
4015,U001,0200769623,WAL-MAR corporation,,2020.0,1930638267.0,2020-03-18,2020-03-11,2020-04-02,USD,10702.46,2020-03-18,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-01
4018,U001,0200148860,DOLLA associates,,2020.0,1930655788.0,2020-03-18,2020-03-17,2020-04-02,USD,58890.53,2020-03-18,NAA8,1,1,0,0,0,0,1.2996695966585625,-6.3125,-4.136531365313653,0.5515259611573523,-15,0-15 Days Delay,2020-03-18
4023,U001,0200769623,WAL-MAR co,,2020.0,1930782749.0,2020-04-14,2020-04-14,2020-04-29,USD,11664.88,2020-04-14,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-28
4024,U001,0200722444,PERFOR ,,2020.0,1930570927.0,2020-03-03,2020-03-02,2020-03-18,USD,616.66,2020-03-03,NAA8,1,1,0,0,0,0,1.2996695966585625,0.08695652173913043,0.6111111111111112,0.5515259611573523,0,0-15 Days Delay,2020-03-18
4029,U001,0200769623,WAL-MAR co,,2020.0,1930725335.0,2020-04-01,2020-03-31,2020-04-16,USD,2209.18,2020-04-01,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-15
4030,U001,0200769623,WAL-MAR foundation,,2020.0,1930834031.0,2020-04-29,2020-04-28,2020-05-14,USD,678.17,2020-04-29,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-05-10
4042,U001,0200769623,WAL-MAR llc,,2020.0,1930719453.0,2020-03-30,2020-03-30,2020-04-14,USD,2476.67,2020-03-30,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-13
4046,U001,200729290,KROGER ,,2020.0,1930686910.0,2020-03-22,2020-03-23,2020-04-06,USD,137658.23,2020-03-22,NAA8,1,1,0,0,0,0,1.2996695966585625,0.9032258064516129,0.625,0.5515259611573523,0,0-15 Days Delay,2020-04-06
4047,U001,0200769623,WAL-MAR foundation,,2020.0,1930708689.0,2020-03-27,2020-03-26,2020-04-11,USD,661.11,2020-03-27,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-04-07
4049,U001,0200230690,DECA associates,,2020.0,1930674746.0,2020-03-20,2020-03-20,2020-04-08,USD,11287.44,2020-03-16,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.870588235294117,-4.625806451612903,0.5515259611573523,-14,0-15 Days Delay,2020-03-25
4050,U001,0200078245,WOR trust,,2020.0,1930708706.0,2020-03-26,2020-03-26,2020-04-10,USD,5071.8,2020-03-26,NAA8,1,1,0,0,0,0,1.2996695966585625,0.0,1.3333333333333333,0.5515259611573523,4,0-15 Days Delay,2020-04-14
4081,U001,0200936373,SUPE llc,,2020.0,1930779845.0,2020-04-13,2020-04-13,2020-04-28,USD,24609.86,2020-04-13,NAA8,1,1,0,0,0,0,1.2996695966585625,1.8,1.4074074074074074,0.5515259611573523,1,0-15 Days Delay,2020-04-29
4097,U001,0200744019,TARG in,,2020.0,1930855311.0,2020-05-03,2020-05-03,2020-05-18,USD,52196.74,2020-05-03,NAA8,1,1,0,0,0,0,1.2996695966585625,3.0641025641025643,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-05-19
4099,U001,0200726979,BJ'S  corp,,2020.0,1930716026.0,2020-03-29,2020-03-28,2020-04-13,USD,379.4,2020-03-29,NAA8,1,1,0,0,0,0,1.2996695966585625,0.9774436090225563,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-04-13
4103,U001,0200772670,ASSOCIAT corp,,2020.0,1930710631.0,2020-03-27,2020-03-27,2020-04-11,USD,554.57,2020-03-27,NAU5,1,1,0,0,0,0,1.8945945945945946,3.274193548387097,1.9311294765840221,0.5515259611573523,1,0-15 Days Delay,2020-04-12
4104,U001,0200780383,MEIJ corporation,,2020.0,1930714514.0,2020-03-28,2020-03-28,2020-04-12,USD,296.22,2020-03-28,NAA8,1,1,0,0,0,0,1.2996695966585625,1.3333333333333333,1.4396135265700483,0.5515259611573523,0,0-15 Days Delay,2020-04-12
4118,U001,0200769623,WAL-MAR corporation,,2020.0,1930676115.0,2020-03-22,2020-03-20,2020-04-06,USD,55834.08,2020-03-22,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.0912280701754384,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-05
4122,U001,0200769623,WAL-MAR us,,2020.0,1930794606.0,2020-04-16,2020-04-16,2020-05-01,USD,36735.6,2020-04-16,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.125,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-30
4124,U001,0200920735,ALBERT in,,2020.0,1930814183.0,2020-04-23,2020-04-22,2020-05-08,USD,90779.08,2020-04-23,NAA8,1,1,0,0,0,0,1.2996695966585625,0.56,0.9340659340659341,0.5515259611573523,0,0-15 Days Delay,2020-05-08
4132,U001,0200744019,TARG corporation,,2020.0,1930764736.0,2020-04-09,2020-04-08,2020-04-24,USD,5764.09,2020-04-09,NAA8,1,1,0,0,0,0,1.2996695966585625,1.85,1.9760403530895334,0.5515259611573523,1,0-15 Days Delay,2020-04-25
4138,U001,200726979,BJ'S  corp,,2020.0,1930662998.0,2020-03-17,2020-03-17,2020-04-01,USD,1267.21,2020-03-17,NAA8,1,1,0,0,0,0,1.2996695966585625,0.9774436090225563,0.7857142857142857,0.5515259611573523,0,0-15 Days Delay,2020-04-01
4142,U001,0200712187,SPAR us,,2020.0,1930647121.0,2020-03-12,2020-03-13,2020-03-27,USD,133969.28,2020-03-12,NAA8,1,1,0,0,0,0,1.2996695966585625,-0.3333333333333333,-1.3275862068965518,0.5515259611573523,0,0-15 Days Delay,2020-03-27
4146,U001,0200704858,WAKE systems,,2020.0,1930732445.0,2020-04-03,2020-04-02,2020-04-18,USD,7618.06,2020-04-03,NAA8,1,1,0,0,0,0,1.2996695966585625,-2.7714285714285714,-3.159090909090909,0.5515259611573523,-7,0-15 Days Delay,2020-04-11
4159,U001,0200799367,MCL us,,2020.0,1930645791.0,2020-03-13,2020-03-12,2020-03-28,USD,38449.08,2020-03-13,NAA8,1,1,0,0,0,0,1.2996695966585625,1.0294117647058822,2.6720779220779223,0.5515259611573523,1,0-15 Days Delay,2020-03-29
4161,U001,0200769623,WAL-MAR us,,2020.0,1930705450.0,2020-03-27,2020-03-26,2020-04-11,USD,14633.91,2020-03-27,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.125,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-10
4162,U001,0200769623,WAL-MAR corp,,2020.0,1930645802.0,2020-03-12,2020-03-12,2020-03-27,USD,7162.27,2020-03-12,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.4874429223744294,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-03-23
4163,U001,0200769623,WAL-MAR associates,,2020.0,1930675428.0,2020-03-20,2020-03-20,2020-04-04,USD,64382.38,2020-03-20,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.21340782122905,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-03
4170,U001,0200763814,SYSCO F associates,,2020.0,1930608215.0,2020-03-05,2020-03-05,2020-03-20,USD,3620.47,2020-03-05,NAA8,1,1,0,0,0,0,1.2996695966585625,0.5714285714285714,1.9025974025974026,0.5515259611573523,0,0-15 Days Delay,2020-03-20
4183,U001,0200769623,WAL-MAR co,,2020.0,1930714612.0,2020-03-28,2020-03-28,2020-04-12,USD,122.57,2020-03-28,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.2184154175588864,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-11
4184,U001,0200769623,WAL-MAR foundation,,2020.0,1930684001.0,2020-03-22,2020-03-21,2020-04-06,USD,15704.11,2020-03-22,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-04-02
4185,U001,0200726979,BJ'S  llc,,2020.0,1930779571.0,2020-04-06,2020-04-13,2020-04-21,USD,107.17,2020-04-06,NAA8,1,1,0,0,0,0,1.2996695966585625,0.8987341772151899,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-04-21
4188,U001,0200974851,RESTA trust,,2020.0,1930639533.0,2020-03-11,2020-03-11,2020-03-26,USD,2611.72,2020-03-11,NAA8,1,1,0,0,0,0,1.2996695966585625,5.434782608695652,0.752851711026616,0.5515259611573523,0,0-15 Days Delay,2020-03-26
4193,U001,0200726979,BJ'S  corp,,2020.0,1930583128.0,2020-02-29,2020-02-28,2020-03-15,USD,676.04,2020-02-29,NAA8,1,1,0,0,0,0,1.2996695966585625,0.9774436090225563,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-03-15
4195,U001,0200769623,WAL-MAR ,,2020.0,1930750710.0,2020-04-05,2020-04-04,2020-04-20,USD,12233.55,2020-04-05,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.1995221027479093,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-19
4208,U001,200761734,H E BUT trust,,2020.0,1930729228.0,2020-04-03,2020-04-01,2020-04-18,USD,14085.35,2020-04-03,NAA8,1,1,0,0,0,0,1.2996695966585625,-7.375,-3.0555555555555554,0.5515259611573523,-10,0-15 Days Delay,2020-04-08
4214,CA02,0140105847,GORDON F foundation,,2020.0,2960625198.0,2020-04-05,2020-04-05,2020-04-20,CAD,3700.95,2020-04-10,CA10,1,0,0,0,0,0,6.353344208809135,7.166666666666667,5.883435582822086,6.940966010733453,6,0-15 Days Delay,2020-04-26
4221,CA02,0140104392,FLANAG trust,,2020.0,2960621319.0,2020-03-16,2020-03-16,2020-03-27,CAD,2250.87,2020-03-17,CA10,1,0,0,0,0,0,6.353344208809135,6.0,7.947368421052632,6.940966010733453,6,0-15 Days Delay,2020-04-02
4223,U001,0200769623,WAL-MAR trust,,2020.0,1930746746.0,2020-04-05,2020-04-04,2020-04-20,USD,41923.3,2020-04-05,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.336056009334889,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-04-16
4227,U001,0200769623,WAL-MAR llc,,2020.0,1930733132.0,2020-04-03,2020-04-02,2020-04-18,USD,44938.52,2020-04-03,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.161290322580645,-2.2172067039106147,0.5515259611573523,-1,0-15 Days Delay,2020-04-17
4235,U001,0200786288,FAMILY ,,2020.0,1930606324.0,2020-03-06,2020-03-05,2020-03-21,USD,14593.65,2020-03-06,NAC6,1,1,0,0,0,0,0.8525096525096525,-1.4285714285714286,3.8115942028985508,0.5515259611573523,3,0-15 Days Delay,2020-03-24
4238,CA02,0140105686,SYSC ,,2020.0,2960624225.0,2020-03-25,2020-03-25,2020-04-12,CAD,126139.43,2020-04-02,CA10,1,0,0,0,0,0,6.353344208809135,3.659090909090909,6.716535433070866,6.940966010733453,9,0-15 Days Delay,2020-04-21
4239,U001,0200771157,WEIS us,,2020.0,1930777530.0,2020-04-11,2020-04-11,2020-04-26,USD,58730.49,2020-04-11,NAA8,1,1,0,0,0,0,1.2996695966585625,1.5,1.234375,0.5515259611573523,1,0-15 Days Delay,2020-04-27
4244,U001,0100043936,PAPA JO in,,2020.0,1930809885.0,2020-04-22,2020-04-21,2020-05-02,USD,18135.88,2020-04-22,NA10,1,1,0,0,0,0,4.203966005665722,4.0,0.9090909090909091,0.5515259611573523,0,0-15 Days Delay,2020-05-02
4249,U001,0200729942,SA associates,,2020.0,1930790988.0,2020-04-15,2020-04-15,2020-04-30,USD,825.04,2020-04-15,NAA8,1,1,0,0,0,0,1.2996695966585625,1.1176470588235294,-0.8780487804878049,0.5515259611573523,0,0-15 Days Delay,2020-04-30
4257,U001,0200152991,JET in,,2020.0,1930607437.0,2020-03-05,2020-03-05,2020-03-25,USD,233.63,2020-03-05,NAD1,1,1,0,0,0,0,0.39819587628865977,3.875,1.1293103448275863,0.5515259611573523,0,0-15 Days Delay,2020-03-25
4259,U001,0200936373,SUPE trust,,2020.0,1930726117.0,2020-04-01,2020-03-31,2020-04-16,USD,28499.27,2020-04-01,NAA8,1,1,0,0,0,0,1.2996695966585625,1.320754716981132,1.4074074074074074,0.5515259611573523,1,0-15 Days Delay,2020-04-17
4261,U001,0200782001,GORDO corporation,,2020.0,1930764046.0,2020-04-15,2020-04-08,2020-04-30,USD,13364.0,2020-04-15,NAA8,1,1,0,0,0,0,1.2996695966585625,-3.5454545454545454,0.4606741573033708,0.5515259611573523,-1,0-15 Days Delay,2020-04-29
4262,U001,0200353024,DECA foundation,,2020.0,1930814195.0,2020-04-22,2020-04-22,2020-05-09,USD,2155.84,2020-04-16,NAM4,1,1,0,0,0,0,-7.338850174216028,-4.273809523809524,-4.486238532110092,0.5515259611573523,-11,0-15 Days Delay,2020-04-28
4271,CA02,0140104409,LOB us,,2020.0,2960616971.0,2020-02-29,2020-02-29,2020-03-13,CAD,115773.49,2020-03-03,CA10,1,0,0,0,0,0,6.353344208809135,2.5555555555555554,1.6400966183574879,6.940966010733453,5,0-15 Days Delay,2020-03-18
4278,U001,200936373,SUPE co,,2020.0,1930797957.0,2020-04-17,2020-04-17,2020-05-02,USD,116.53,2020-04-17,NAA8,1,1,0,0,0,0,1.2996695966585625,1.5964912280701755,1.2307692307692308,0.5515259611573523,1,0-15 Days Delay,2020-05-03
4285,U001,0200726979,BJ'S  associates,,2020.0,1930737829.0,2020-04-05,2020-04-02,2020-04-20,USD,32495.15,2020-04-05,NAA8,1,1,0,0,0,0,1.2996695966585625,0.7424242424242424,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-04-20
4288,U001,0200726979,BJ'S  us,,2020.0,1930717723.0,2020-03-29,2020-03-28,2020-04-13,USD,142.9,2020-03-29,NAA8,1,1,0,0,0,0,1.2996695966585625,0.656934306569343,0.9156378600823045,0.5515259611573523,0,0-15 Days Delay,2020-04-13
4302,U001,0200762301,C&S WH corporation,,2020.0,1930642283.0,2020-03-13,2020-03-12,2020-05-17,USD,3351.9,2020-03-13,NAGD,1,1,0,0,0,0,-14.297979797979798,-0.860655737704918,-0.24568965517241378,0.5515259611573523,0,0-15 Days Delay,2020-05-17
4308,U001,0200719526,SHARP S corp,,2020.0,1930827551.0,2020-04-27,2020-04-25,2020-05-12,USD,7388.5,2020-04-27,NAA8,1,1,0,0,0,0,1.2996695966585625,-5.0,-1.5,0.5515259611573523,-8,0-15 Days Delay,2020-05-04
4322,U001,0200437182,FOOD  us,,2020.0,1930660739.0,2020-03-19,2020-03-17,2020-04-03,USD,7816.56,2020-03-19,NAA8,1,1,0,0,0,0,1.2996695966585625,0.0,0.13333333333333333,0.5515259611573523,0,0-15 Days Delay,2020-04-03
4323,U001,0200936373,SUPE llc,,2020.0,1930627839.0,2020-03-09,2020-03-10,2020-03-24,USD,58335.87,2020-03-09,NAA8,1,1,0,0,0,0,1.2996695966585625,1.8,1.4074074074074074,0.5515259611573523,1,0-15 Days Delay,2020-03-25
4325,U013,0100024102,FELI us,,2020.0,1991839748.0,2020-02-27,2020-02-27,2020-03-28,USD,28466.34,2020-02-27,NAVE,1,0,0,0,0,1,0.2938775510204082,-0.5,0.8571428571428571,9.326876513317192,4,0-15 Days Delay,2020-04-01
4328,U001,0200705372,FR in,,2020.0,1930747146.0,2020-04-07,2020-04-04,2020-04-22,USD,40970.5,2020-04-07,NAA8,1,1,0,0,0,0,1.2996695966585625,0.375,0.4485981308411215,0.5515259611573523,0,0-15 Days Delay,2020-04-22
4329,U001,0200772670,ASSOCIAT in,,2020.0,1930731358.0,2020-04-01,2020-04-01,2020-04-16,USD,1413.21,2020-04-01,NAU5,1,1,0,0,0,0,1.8945945945945946,2.9066666666666667,1.9311294765840221,0.5515259611573523,1,0-15 Days Delay,2020-04-17
4337,CA02,0140104429,COSTCO us,,2020.0,2960619057.0,2020-03-08,2020-03-08,2020-03-27,CAD,19930.72,2020-03-17,CA10,1,0,0,0,0,0,6.353344208809135,2.972972972972973,4.589743589743589,6.940966010733453,9,0-15 Days Delay,2020-04-05
4345,U001,0200729942,SA us,,2020.0,1930739728.0,2020-04-03,2020-04-03,2020-04-18,USD,4551.28,2020-04-03,NAA8,1,1,0,0,0,0,1.2996695966585625,0.2230769230769231,-0.8780487804878049,0.5515259611573523,0,0-15 Days Delay,2020-04-18
4346,U001,200759878,SA ,,2020.0,1930646499.0,2020-03-14,2020-03-13,2020-05-18,USD,6382.8,2020-03-14,NAGD,1,1,0,0,0,0,-14.297979797979798,0.6574074074074074,0.49295774647887325,0.5515259611573523,0,0-15 Days Delay,2020-05-18
4348,U001,CCCA02,KRAFT  associates,,2020.0,1930603009.0,2020-03-06,2020-03-04,2020-04-10,USD,16723.58,2020-03-06,NAG2,1,1,0,0,0,0,7.32157394843962,10.869565217391305,7.659142212189616,0.5515259611573523,1,0-15 Days Delay,2020-04-11
4365,U001,200705089,JETR corporation,,2020.0,1930873373.0,2020-05-08,2020-05-07,2020-05-23,USD,9309.82,2020-05-08,NAA8,1,1,0,0,0,0,1.2996695966585625,1.0,3.0,0.5515259611573523,1,0-15 Days Delay,2020-05-24
4371,U001,0200704858,WAKE trust,,2020.0,1930722844.0,2020-03-31,2020-03-30,2020-04-15,USD,8081.74,2020-03-31,NAA8,1,1,0,0,0,0,1.2996695966585625,-1.7894736842105263,-3.159090909090909,0.5515259611573523,0,0-15 Days Delay,2020-04-15
4383,U001,0200759878,SA co,,2020.0,1930628340.0,2020-03-11,2020-03-10,2020-03-26,USD,12082.83,2020-03-11,NAH4,1,1,0,0,0,0,-1.8744432862693072,-0.36885245901639346,1.056710775047259,0.5515259611573523,1,0-15 Days Delay,2020-03-27
4389,U001,CCU002,KRFT FDS systems,,2020.0,1930585437.0,2020-03-05,2020-03-01,2020-04-09,USD,9120.0,2020-03-05,NAG2,1,1,0,0,0,0,7.32157394843962,4.75,7.370967741935484,0.5515259611573523,0,0-15 Days Delay,2020-04-09
4391,U001,0200794332,COST ,,2020.0,1930675269.0,2020-03-21,2020-03-20,2020-04-05,USD,35971.22,2020-03-21,NAAX,1,1,0,0,0,0,0.044468546637744036,-0.524390243902439,-0.3619271445358402,0.5515259611573523,1,0-15 Days Delay,2020-04-06
4393,CA02,0140104552,THE NO ,,2020.0,2960620686.0,2020-03-17,2020-03-17,2020-04-03,CAD,9054.72,2020-03-24,CA10,1,0,0,0,0,0,6.353344208809135,3.6666666666666665,1.4666666666666666,6.940966010733453,7,0-15 Days Delay,2020-04-10
4397,U001,0200705372,FR us,,2020.0,1930750267.0,2020-04-05,2020-04-04,2020-04-20,USD,47959.01,2020-04-05,NAA8,1,1,0,0,0,0,1.2996695966585625,0.3333333333333333,0.4485981308411215,0.5515259611573523,0,0-15 Days Delay,2020-04-20
4402,U001,0200769623,WAL-MAR corp,,2020.0,1930839717.0,2020-04-30,2020-04-29,2020-05-15,USD,53450.9,2020-04-30,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.4874429223744294,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-05-11
4404,U001,100031704,DELHAIZE associates,,2020.0,1930655159.0,2020-03-17,2020-03-16,2020-04-01,USD,4652.92,2020-03-17,NAA8,1,1,0,0,0,0,1.2996695966585625,0.675,-1.0,0.5515259611573523,0,0-15 Days Delay,2020-04-01
4414,U001,0200769623,WAL-MAR foundation,,2020.0,1930720298.0,2020-03-31,2020-03-30,2020-04-15,USD,15726.39,2020-03-31,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-04-11
4419,U001,0200769623,WAL-MAR foundation,,2020.0,1930647602.0,2020-03-12,2020-03-13,2020-03-27,USD,13093.92,2020-03-12,NAH4,1,1,0,0,0,0,-1.8744432862693072,-2.585858585858586,-2.2172067039106147,0.5515259611573523,-4,0-15 Days Delay,2020-03-23
